canonical_smiles	molecule_chembl_id	standard_type	standard_value	type	value
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1	CHEMBL293261	IC50	850.0	IC50	0.85
CNc1ncc2ncnc(Nc3ccccc3)c2n1	CHEMBL53310	IC50	13.0	IC50	13.0
O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21	CHEMBL267019	IC50	2500.0	IC50	2.5
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL285063	IC50	0.7	IC50 app	0.7
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL285063	IC50	2.7	IC50	2.7
C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL136404	IC50	0.5	IC50 app	0.5
C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL136404	IC50	7.7	IC50	7.7
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21	CHEMBL291979	IC50	54100.0	IC50	54.1
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21	CHEMBL62843	IC50	100000.0	IC50	100.0
C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL334697	IC50	0.17	IC50 app	0.17
C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL334697	IC50	13.0	IC50	13.0
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL434827	IC50	0.73	IC50 app	0.73
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL434827	IC50	21.0	IC50	21.0
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL434827	IC50	21.0	IC50	21.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21	CHEMBL64430	IC50	5000.0	IC50	5.0
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL137082	IC50	2.7	IC50 app	2.7
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL137082	IC50	156.0	IC50	156.0
COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1	CHEMBL324926	IC50	330.0	IC50	0.33
Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL53311	IC50	82.0	IC50	82.0
CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21	CHEMBL62176	IC50	1000.0	IC50	1.0
COC(=O)c1cc(NCc2cccc(O)c2)ccc1O	CHEMBL423159	IC50	21000.0	IC50	21.0
CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL299622	IC50	0.76	IC50	0.76
CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL299622	IC50	30.0	IC50	30.0
C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL138363	IC50	1.6	IC50 app	1.6
C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL138363	IC50	44.0	IC50	44.0
C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL93464	IC50	0.55	IC50 app	0.55
C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL93464	IC50	8.7	IC50	8.7
Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL53831	IC50	1.5	IC50	1.5
Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1	CHEMBL299881	IC50	2.3	IC50	2.3
Clc1ncc2ncnc(Nc3ccccc3)c2n1	CHEMBL50027	IC50	2550.0	IC50	2550.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1	CHEMBL31965	IC50	74.0	IC50	0.074
CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL344486	IC50	2.7	IC50 app	2.7
CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL344486	IC50	64.0	IC50	64.0
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1	CHEMBL138940	IC50	0.61	IC50 app	0.61
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1	CHEMBL138940	IC50	14.0	IC50	14.0
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1	CHEMBL138940	IC50	14.0	IC50	14.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21	CHEMBL321193	IC50	150.0	IC50	0.15
CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1	CHEMBL419022	IC50	700.0	IC50	0.7
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1	CHEMBL53426	IC50	0.25	IC50	0.25
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1	CHEMBL53426	IC50	5.1	IC50	5.1
CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL53711	IC50	2.6	IC50	2.6
CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL53711	IC50	12.0	IC50	12.0
O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL344177	IC50	0.69	IC50 app	0.69
O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL344177	IC50	20.0	IC50	20.0
CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL136178	IC50	1.2	IC50 app	1.2
CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL136178	IC50	1039.0	IC50	1039.0
C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL136511	IC50	1.4	IC50 app	1.4
C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL136511	IC50	2.7	IC50	2.7
Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1	CHEMBL416307	IC50	3.0	IC50	3.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	CHEMBL44	IC50	1000.0	IC50	1.0
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL136102	IC50	1.45	IC50 app	1.45
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL136102	IC50	193.0	IC50	193.0
C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL336264	IC50	0.43	IC50 app	0.43
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1	CHEMBL104153	IC50	220.0	IC50	0.22
CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL53156	IC50	3.1	IC50	3.1
CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL53156	IC50	20.0	IC50	20.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1	CHEMBL95774	IC50	80.0	IC50	0.08
COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O	CHEMBL131653	IC50	9000.0	IC50	9.0
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21	CHEMBL268868	IC50	300.0	IC50	0.3
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21	CHEMBL268868	Ki	160.0	Ki	0.16
CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O	CHEMBL7775	IC50	8700.0	IC50	8.7
CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL53711	IC50	0.006	IC50	0.006
CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL53711	IC50	21.0	IC50	21.0
CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C	CHEMBL61119	IC50	5300.0	IC50	5.3
O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL335440	IC50	93.5	IC50 app	93.5
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21	CHEMBL50647	IC50	220.0	IC50	0.22
COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1	CHEMBL320705	IC50	66.0	IC50	0.066
Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1	CHEMBL51228	IC50	2.3	IC50	2.3
COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1OC	CHEMBL129930	IC50	9500.0	IC50	9.5
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21	CHEMBL113863	IC50	1000.0	IC50	1.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	CHEMBL553	IC50	1450.0	IC50	1.45
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL92086	IC50	1.2	IC50 app	1.2
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL92086	IC50	16.0	IC50	16.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21	CHEMBL109631	IC50	190.0	IC50	0.19
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL52015	IC50	84.0	IC50	84.0
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL53796	IC50	9.6	IC50	9.6
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL53796	IC50	32.0	IC50	32.0
Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL51853	IC50	0.13	IC50	0.13
Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL51853	IC50	16.0	IC50	16.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21	CHEMBL293913	IC50	44000.0	IC50	44.0
COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1O	CHEMBL133283	IC50	10000.0	IC50	10.0
Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1	CHEMBL7914	IC50	2500.0	IC50	2.5
Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1	CHEMBL7914	IC50	4500.0	IC50	4.5
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL334801	IC50	1.1	IC50 app	1.1
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL334801	IC50	57.0	IC50	57.0
CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL334801	IC50	57.0	IC50	57.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21	CHEMBL325589	IC50	510.0	IC50	0.51
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL99024	IC50	1040.0	IC50	1.04
CC(=O)Oc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC(C)=O)cccc3n1C)n2C	CHEMBL59812	IC50	20000.0	IC50	20.0
O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL434828	IC50	9.1	IC50 app	9.1
O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL434828	IC50	77.0	IC50	77.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21	CHEMBL49596	IC50	5600.0	IC50	5.6
COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL50519	IC50	4.3	IC50	4.3
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21	CHEMBL293250	IC50	40500.0	IC50	40.5
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21	CHEMBL62701	IC50	22300.0	IC50	22.3
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL51659	IC50	0.91	IC50 app	0.91
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL51659	IC50	3.4	IC50	3.4
O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL135142	IC50	1.75	IC50 app	1.75
O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL135142	IC50	35.0	IC50	35.0
C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL343722	IC50	1.6	IC50 app	1.6
C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL343722	IC50	120.0	IC50	120.0
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21	CHEMBL448154	IC50	490.0	IC50	0.49
CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1	CHEMBL50470	IC50	1400.0	IC50	1.4
CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1	CHEMBL104244	IC50	210.0	IC50	0.21
CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL53777	IC50	0.95	IC50	0.95
CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL53777	IC50	22.0	IC50	22.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21	CHEMBL293889	IC50	4300.0	IC50	4.3
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL140561	IC50	2.4	IC50 app	2.4
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL140561	IC50	108.0	IC50	108.0
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL140561	IC50	108.0	IC50	108.0
C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL345077	IC50	4.6	IC50 app	4.6
C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL345077	IC50	340.0	IC50	340.0
CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1	CHEMBL107472	IC50	7500.0	IC50	7.5
C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL139044	IC50	1.1	IC50 app	1.1
C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL139044	IC50	27.0	IC50	27.0
C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL139095	IC50	0.76	IC50 app	0.76
C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL139095	IC50	2.4	IC50	2.4
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21	CHEMBL113070	IC50	80.0	IC50	0.08
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21	CHEMBL104779	IC50	910.0	IC50	0.91
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O	CHEMBL319620	IC50	92000.0	IC50	92.0
O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL134371	IC50	0.37	IC50 app	0.37
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21	CHEMBL301612	IC50	260.0	IC50	0.26
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL52765	IC50	0.78	IC50	0.78
CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL50344	IC50	11.0	IC50	11.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Br)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Br)ccc21	CHEMBL293251	IC50	11400.0	IC50	11.4
COc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC)cc4n3C)n(C)c2c1	CHEMBL60472	IC50	3600.0	IC50	3.6
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1	CHEMBL342828	IC50	0.56	IC50 app	0.56
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1	CHEMBL342828	IC50	14.0	IC50	14.0
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1	CHEMBL342828	IC50	14.0	IC50	14.0
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1	CHEMBL299194	IC50	8700.0	IC50	8.7
CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL54067	IC50	35.0	IC50	35.0
CC(=O)Oc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC(C)=O)c4n3C)n(C)c12	CHEMBL291359	IC50	9900.0	IC50	9.9
CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1	CHEMBL109296	IC50	4500.0	IC50	4.5
Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1	CHEMBL111339	IC50	480.0	IC50	0.48
COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL52197	IC50	30.0	IC50	30.0
O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21	CHEMBL7939	IC50	700.0	IC50	0.7
O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21	CHEMBL7939	IC50	2200.0	IC50	2.2
COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1	CHEMBL8095	IC50	2000.0	IC50	2.0
COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1	CHEMBL8095	IC50	18000.0	IC50	18.0
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL345109	IC50	0.44	IC50 app	0.44
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL345109	IC50	59.0	IC50	59.0
CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL345109	IC50	59.0	IC50	59.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C	CHEMBL607707	IC50	83.0	IC50	0.083
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3c(Cl)cccc3n2C)c(C(=O)Nc2ccccc2)c2c(Cl)cccc21	CHEMBL293986	IC50	100000.0	IC50	100.0
CCN(CC)c1ccc(Nc2cc3c(cc2Nc2ccc(N(CC)CC)cc2)C(=O)NC3=O)cc1	CHEMBL8223	IC50	50000.0	IC50	50.0
CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1	CHEMBL332269	IC50	4400.0	IC50	4.4
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL300217	IC50	7.6	IC50	7.6
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL300217	IC50	53.0	IC50	53.0
CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL53753	IC50	0.008	IC50	0.008
CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL53753	IC50	15.0	IC50	15.0
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1	CHEMBL428690	IC50	7600.0	IC50	7600.0
Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1	CHEMBL14932	IC50	98.0	IC50	98.0
Oc1cc(O)c2nc(-c3ccc(O)c(O)c3)sc2c1	CHEMBL48085	IC50	130000.0	IC50	130.0
Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1	CHEMBL38199	IC50	3.7	IC50	3.7
Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1	CHEMBL38199	IC50	192.0	IC50	192.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	CHEMBL553	IC50	1.0	IC50	0.001
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	1.0	IC50	0.001
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC	CHEMBL29197	IC50	0.025	IC50	0.025
CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12	CHEMBL287007	IC50	2.6	IC50	2.6
CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12	CHEMBL287007	IC50	9.7	IC50	9.7
Brc1cccc(Nc2ccnc3ccccc23)c1	CHEMBL37346	IC50	5500.0	IC50	5500.0
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1	CHEMBL15346	IC50	74.0	IC50	74.0
COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1	CHEMBL15202	IC50	68.0	IC50	68.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	CHEMBL554	IC50	10.0	IC50	0.01
O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL36819	IC50	53.0	IC50	53.0
O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL36819	IC50	1196.0	IC50	1196.0
Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1	CHEMBL40130	IC50	3.7	IC50	3.7
Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1	CHEMBL40130	IC50	16.0	IC50	16.0
CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC	CHEMBL35820	IC50	0.006	IC50	0.006
O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F	CHEMBL14627	IC50	74.0	IC50	74.0
Brc1cccc(Nc2ncnc3ccccc23)c1	CHEMBL290096	IC50	27.0	IC50	27.0
Oc1ccc(-c2nc3c(O)cc(O)cc3s2)cc1	CHEMBL45564	IC50	300000.0	IC50	300.0
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1	CHEMBL460731	IC50	20.0	IC50	20.0
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1	CHEMBL460731	IC50	71.0	IC50	0.071
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	CHEMBL50	IC50	190000.0	IC50	190.0
OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL37543	IC50	12.0	IC50	12.0
OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL37543	IC50	318.0	IC50	318.0
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL287289	IC50	21.0	IC50	21.0
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL287289	IC50	230.0	IC50	230.0
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1	CHEMBL514436	IC50	27.0	IC50	27.0
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL39320	IC50	0.37	IC50	0.37
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL39320	IC50	13.0	IC50	13.0
O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL289162	IC50	5.1	IC50	5.1
O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL289162	IC50	1780.0	IC50	1780.0
CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1	CHEMBL14952	IC50	104.0	IC50	104.0
CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL37373	IC50	41.0	IC50	41.0
CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	CHEMBL37373	IC50	145.0	IC50	145.0
COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12	CHEMBL39715	IC50	3.4	IC50	3.4
COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12	CHEMBL39715	IC50	9.6	IC50	9.6
CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12	CHEMBL289213	IC50	0.72	IC50	0.72
CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12	CHEMBL289213	IC50	584.0	IC50	584.0
CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F	CHEMBL273789	IC50	263.0	IC50	263.0
