canonical_smiles	molecule_chembl_id	standard_type	standard_value	type	value
Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	CHEMBL68920	IC50	41.0	IC50	0.041
Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	CHEMBL68920	IC50	300.0	IC50	0.3
Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	CHEMBL68920	IC50	7820.0	IC50	7.82
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL69960	IC50	170.0	IC50	0.17
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL69960	IC50	40.0	IC50	0.04
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL69960	IC50	440.0	IC50	0.44
CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12	CHEMBL137635	IC50	9300.0	IC50	9.3
CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1	CHEMBL306988	IC50	500000.0	IC50	500.0
O=C(O)/C=C/c1ccc(O)cc1	CHEMBL66879	IC50	3000000.0	IC50	3000.0
O=C(O)/C=C/c1ccc(O)cc1	CHEMBL66879	Ki	1000000.0	Ki	1000.0
N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-]	CHEMBL77085	IC50	96000.0	IC50	96.0
N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-]	CHEMBL77085	Ki	24000.0	Ki	24.0
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL443268	IC50	5310.0	IC50	5.31
COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O	CHEMBL76979	IC50	264000.0	IC50	264.0
COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O	CHEMBL76979	Ki	700000.0	Ki	700.0
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1	CHEMBL76589	IC50	125.0	IC50	0.125
N#CC(C#N)=Cc1ccc(O)c(O)c1	CHEMBL76904	IC50	35000.0	IC50	35.0
N#CC(C#N)=Cc1ccc(O)c(O)c1	CHEMBL76904	Ki	11000.0	Ki	11.0
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O	CHEMBL1009	IC50	900000.0	IC50	900.0
CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	CHEMBL304271	IC50	0.45	IC50	0.00045
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O	CHEMBL296407	IC50	10000.0	IC50	10.0
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O	CHEMBL296407	Ki	3500.0	Ki	3.5
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1	CHEMBL309625	IC50	60000.0	IC50	60.0
COc1ccc(NN=C(C#N)C#N)cc1	CHEMBL77825	IC50	600000.0	IC50	600.0
COc1cc(C=C(C#N)C#N)cc(OC)c1O	CHEMBL421877	IC50	850000.0	IC50	850.0
COc1cc(C=C(C#N)C#N)cc(OC)c1O	CHEMBL421877	Ki	300000.0	Ki	300.0
Cc1ccc(/C=C(\C#N)C(=O)O)cc1	CHEMBL77278	Ki	1350000.0	Ki	1350.0
N#CC(C#N)=Cc1cc(O)c(O)c(O)c1	CHEMBL310798	IC50	3000.0	IC50	3.0
N#CC(C#N)=Cc1cc(O)c(O)c(O)c1	CHEMBL310798	Ki	1000.0	Ki	1.0
C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1	CHEMBL135592	IC50	8000.0	IC50	8.0
N#C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O	CHEMBL309866	IC50	1300000.0	IC50	1300.0
N#C/C(=C/c1ccc[nH]1)C(=O)O	CHEMBL77381	IC50	1360000.0	IC50	1360.0
N#C/C(=C\c1ccc(O)cc1)C(=O)O	CHEMBL76602	IC50	165000.0	IC50	165.0
N#C/C(=C\c1ccc(O)cc1)C(=O)O	CHEMBL76602	Ki	308000.0	Ki	308.0
N#CC(C#N)=Cc1ccncc1	CHEMBL77737	IC50	250000.0	IC50	250.0
N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1	CHEMBL308134	IC50	125000.0	IC50	125.0
N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1	CHEMBL308134	Ki	49000.0	Ki	49.0
CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	CHEMBL136491	IC50	14.0	IC50	0.014
N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1	CHEMBL76557	IC50	625000.0	IC50	625.0
N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1	CHEMBL76557	Ki	360000.0	Ki	360.0
Cc1cccc(Nc2ncnc3ccc(N)cc23)c1	CHEMBL336113	IC50	1000.0	IC50	1.0
C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	CHEMBL133024	IC50	100.0	IC50	0.1
CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1	CHEMBL344652	IC50	13350.0	IC50	13.35
N#CC(C#N)=CNc1ccc(O)cc1	CHEMBL77814	IC50	350000.0	IC50	350.0
O=CN/C=C/c1cc(O)ccc1O	CHEMBL47986	IC50	14000.0	IC50	14.0
Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1	CHEMBL138125	IC50	238.0	IC50	0.238
Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1	CHEMBL137364	IC50	64.0	IC50	0.064
N#CC(C#N)=C1C(=O)NC(=O)NC1=O	CHEMBL308339	IC50	1400000.0	IC50	1400.0
N#CC(C#N)=Cc1ccc(C(=O)O)cc1	CHEMBL78174	IC50	430000.0	IC50	430.0
N#CC(C#N)=Cc1ccc(C(=O)O)cc1	CHEMBL78174	Ki	143000.0	Ki	143.0
O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1	CHEMBL302552	IC50	22.0	IC50	0.022
N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1	CHEMBL309598	IC50	13500.0	IC50	13.5
N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1	CHEMBL309598	Ki	4500.0	Ki	4.5
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	CHEMBL67057	IC50	4.5	IC50	0.0045
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	CHEMBL67057	IC50	100.0	IC50	0.1
Nc1ccc2ncnc(NCc3ccccc3)c2c1	CHEMBL332096	IC50	508.0	IC50	0.508
N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1	CHEMBL77387	IC50	450000.0	IC50	450.0
N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1	CHEMBL77387	Ki	150000.0	Ki	150.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C	CHEMBL432903	IC50	200.0	IC50	0.2
Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1	CHEMBL69964	IC50	210.0	IC50	0.21
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21	CHEMBL65848	IC50	1410.0	IC50	1.41
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21	CHEMBL65848	IC50	5000.0	IC50	5.0
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21	CHEMBL65848	IC50	4320.0	IC50	4.32
N#C/C(=C\c1ccc(F)cc1)C(=O)O	CHEMBL78184	IC50	833000.0	IC50	833.0
N#C/C(=C\c1ccc(F)cc1)C(=O)O	CHEMBL78184	Ki	2500000.0	Ki	2500.0
N#C/C(=C\c1ccc(C=O)cc1)C(=O)O	CHEMBL76985	IC50	47000.0	IC50	47.0
N#C/C(=C\c1ccc(C=O)cc1)C(=O)O	CHEMBL76985	Ki	140000.0	Ki	140.0
O=C(O)/C=C/c1ccc(O)c(O)c1	CHEMBL145	IC50	1200000.0	IC50	1200.0
O=C(O)/C=C/c1ccc(O)c(O)c1	CHEMBL145	Ki	400000.0	Ki	400.0
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL69629	IC50	6.5	IC50	0.0065
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL69629	IC50	40.0	IC50	0.04
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL69629	IC50	2050.0	IC50	2.05
CN(c1ccccc1)c1ncnc2ccc(N)cc12	CHEMBL136492	IC50	8400.0	IC50	8.4
COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O	CHEMBL77197	IC50	1100000.0	IC50	1100.0
COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O	CHEMBL77197	Ki	341000.0	Ki	341.0
N#CC(C#N)=Cc1ccc(O)cc1	CHEMBL305695	IC50	560000.0	IC50	560.0
N#CC(C#N)=Cc1ccc(O)cc1	CHEMBL305695	Ki	160000.0	Ki	160.0
N#CC(C#N)Cc1ccc(O)cc1	CHEMBL76587	IC50	6500000.0	IC50	6500.0
CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1	CHEMBL66570	IC50	13.0	IC50	0.013
CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1	CHEMBL66570	IC50	200.0	IC50	0.2
CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1	CHEMBL66570	IC50	7500.0	IC50	7.5
N#C/C(=C\c1ccc(O)cc1)C(N)=O	CHEMBL308048	IC50	800000.0	IC50	800.0
N#CC(C#N)=Cc1ccc(C=O)cc1	CHEMBL311119	IC50	60000.0	IC50	60.0
N#CC(C#N)=Cc1ccc(C=O)cc1	CHEMBL311119	Ki	20000.0	Ki	20.0
N#CC(C#N)=Cc1cc(O)cc(O)c1	CHEMBL76905	IC50	37000.0	IC50	37.0
N#CC(C#N)=Cc1cc(O)cc(O)c1	CHEMBL76905	Ki	10000.0	Ki	10.0
COc1ccc(/C=C(\C#N)C(=O)O)cc1	CHEMBL77524	IC50	833000.0	IC50	833.0
COc1ccc(/C=C(\C#N)C(=O)O)cc1	CHEMBL77524	Ki	2500000.0	Ki	2500.0
Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL305194	IC50	29.0	IC50	0.029
COc1cc(/C=C(\C#N)C(=O)O)ccc1O	CHEMBL307250	IC50	325000.0	IC50	325.0
COc1cc(/C=C(\C#N)C(=O)O)ccc1O	CHEMBL307250	Ki	800000.0	Ki	800.0
COc1cc(C=C(C#N)C#N)cc(O)c1O	CHEMBL80155	IC50	6000.0	IC50	6.0
COc1cc(C=C(C#N)C#N)cc(O)c1O	CHEMBL80155	Ki	2200.0	Ki	2.2
Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	CHEMBL343352	IC50	200.0	IC50	0.2
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL52765	IC50	44.0	IC50	0.044
CN(C)c1ccc(/C=C(\C#N)C(=O)O)cc1	CHEMBL77436	Ki	1400000.0	Ki	1400.0
COc1ccc(C(O)=C(C#N)C#N)cc1	CHEMBL311564	IC50	450000.0	IC50	450.0
N#C/C(=C/c1cc(O)ccc1O)C(=O)O	CHEMBL76642	IC50	75000.0	IC50	75.0
N#C/C(=C/c1cc(O)ccc1O)C(=O)O	CHEMBL76642	Ki	24000.0	Ki	24.0
Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL308645	IC50	4.7	IC50	0.0047
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21	CHEMBL67003	IC50	1.8	IC50	0.0018
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21	CHEMBL67003	IC50	100.0	IC50	0.1
N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1	CHEMBL307248	IC50	640000.0	IC50	640.0
N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1	CHEMBL307248	Ki	240000.0	Ki	240.0
N#CC(C#N)=NNc1ccc(O)cc1	CHEMBL310958	IC50	225000.0	IC50	225.0
N#CC(C#N)=Cc1ccc2c(c1)OCO2	CHEMBL78005	IC50	350000.0	IC50	350.0
N#CC(C#N)=Cc1ccc2c(c1)OCO2	CHEMBL78005	Ki	117000.0	Ki	117.0
CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL134312	IC50	11.0	IC50	0.011
CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O	CHEMBL77243	IC50	55000.0	IC50	55.0
COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O	CHEMBL80745	IC50	1200.0	IC50	1.2
N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1	CHEMBL77778	IC50	450000.0	IC50	450.0
N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1	CHEMBL77778	Ki	150000.0	Ki	150.0
Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL305246	IC50	2.8	IC50	0.0028
Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL305246	IC50	100.0	IC50	0.1
Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL305246	IC50	750.0	IC50	0.75
C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1	CHEMBL69966	IC50	18.0	IC50	0.018
C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1	CHEMBL69966	IC50	40.0	IC50	0.04
C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1	CHEMBL69966	IC50	620.0	IC50	0.62
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1	CHEMBL47940	IC50	3200.0	IC50	3.2
N#CC(C#N)=Cc1cc[n+]([O-])cc1	CHEMBL57712	IC50	1300000.0	IC50	1300.0
COc1cc(C=C(C#N)C#N)ccc1O	CHEMBL77869	IC50	200000.0	IC50	200.0
COc1cc(C=C(C#N)C#N)ccc1O	CHEMBL77869	Ki	67000.0	Ki	67.0
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	CHEMBL69358	IC50	1.2	IC50	0.0012
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	CHEMBL69358	IC50	200.0	IC50	0.2
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	CHEMBL69358	IC50	1290.0	IC50	1.29
C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1	CHEMBL137189	IC50	200.0	IC50	0.2
C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL137617	IC50	39.0	IC50	0.039
CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1	CHEMBL137027	IC50	482.0	IC50	0.482
N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1	CHEMBL78257	IC50	800.0	IC50	0.8
N#CC(C#N)=Cc1cc2c(cc1[N+](=O)[O-])OCO2	CHEMBL76082	IC50	560000.0	IC50	560.0
N#C/C(=C\c1ccccc1)C(=O)O	CHEMBL77595	IC50	850000.0	IC50	850.0
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1	CHEMBL309334	IC50	2500.0	IC50	2.5
N#CC(C#N)=Cc1ccc[nH]1	CHEMBL310514	IC50	260000.0	IC50	260.0
Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL304971	IC50	410.0	IC50	0.41
Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL69071	IC50	5.9	IC50	0.0059
Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	CHEMBL69071	IC50	2580.0	IC50	2.58
CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL137534	IC50	38.0	IC50	0.038
C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1	CHEMBL137788	IC50	335.0	IC50	0.335
Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1	CHEMBL424093	IC50	25.0	IC50	0.025
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S	CHEMBL77030	IC50	2400.0	IC50	2.4
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S	CHEMBL77030	Ki	850.0	Ki	0.85
CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O	CHEMBL78150	IC50	460000.0	IC50	460.0
CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O	CHEMBL78150	Ki	155000.0	Ki	155.0
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	CHEMBL264382	IC50	1.1	IC50	0.0011
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	CHEMBL264382	IC50	200.0	IC50	0.2
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	CHEMBL264382	IC50	1950.0	IC50	1.95
O=C(O)C(=Cc1ccc(O)cc1)C(=O)O	CHEMBL308133	IC50	1500000.0	IC50	1500.0
COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O	CHEMBL307179	IC50	160000.0	IC50	160.0
COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O	CHEMBL307179	Ki	55000.0	Ki	55.0
Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O	CHEMBL305782	IC50	180.0	IC50	0.18
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1	CHEMBL308672	IC50	450.0	IC50	0.45
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1	CHEMBL308672	IC50	500.0	IC50	0.5
Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1	CHEMBL133023	IC50	24.0	IC50	0.024
N#CC(C#N)=Cc1cccc(O)c1	CHEMBL310400	IC50	375000.0	IC50	375.0
N#CC(C#N)=Cc1cccc(O)c1	CHEMBL310400	Ki	123000.0	Ki	123.0
COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL136674	IC50	71.0	IC50	0.071
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O	CHEMBL73820	IC50	25000.0	IC50	25.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O	CHEMBL73820	Ki	70000.0	Ki	70.0
N#CC(C#N)=C(O)c1ccc(O)cc1	CHEMBL79064	IC50	230000.0	IC50	230.0
N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1	CHEMBL77803	IC50	500.0	IC50	0.5
N#C/C=C/c1ccc(O)cc1	CHEMBL75718	IC50	2400000.0	IC50	2400.0
COc1cc(C=C(C#N)C#N)cc(Br)c1O	CHEMBL77298	IC50	153000.0	IC50	153.0
COc1cc(C=C(C#N)C#N)cc(Br)c1O	CHEMBL77298	Ki	50000.0	Ki	50.0
COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1	CHEMBL432941	IC50	8880.0	IC50	8.88
COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl	CHEMBL322395	IC50	3000.0	IC50	3000.0
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2	CHEMBL431996	IC50	56500.0	IC50	56.5
NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2	CHEMBL86531	IC50	29100.0	IC50	29.1
C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL138691	IC50	4.2	IC50 app	4.2
C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL138691	IC50	2282.0	IC50	2282.0
Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1	CHEMBL52829	IC50	4.0	IC50	4.0
Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1	CHEMBL52823	IC50	380.0	IC50	380.0
C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL139307	IC50	3.3	IC50 app	3.3
C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1	CHEMBL139307	IC50	194.0	IC50	194.0
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21	CHEMBL322298	IC50	200.0	IC50	0.2
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21	CHEMBL111434	IC50	670.0	IC50	0.67
COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1	CHEMBL111197	IC50	30.0	IC50	0.03
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1	CHEMBL136058	IC50	0.81	IC50 app	0.81
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1	CHEMBL136058	IC50	8.8	IC50	8.8
O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1	CHEMBL136058	IC50	8.8	IC50	8.8
COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1	CHEMBL51854	IC50	3.8	IC50	3.8
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	CHEMBL939	IC50	515.0	IC50	0.515
C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1	CHEMBL95320	IC50	850.0	IC50	0.85
Cc1cccc(Nc2ncnc3cnc(N)nc23)c1	CHEMBL298931	IC50	17.0	IC50	17.0
COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12	CHEMBL292323	IC50	6500.0	IC50	6.5
COC(=O)c1cccc(NCc2cc(O)ccc2O)c1	CHEMBL334334	IC50	9000.0	IC50	9.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl	CHEMBL545315	IC50	1.5	IC50 app	1.5
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl	CHEMBL545315	IC50	7.4	IC50	7.4
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl	CHEMBL545315	IC50	7.4	IC50	7.4
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1	CHEMBL111365	IC50	1300.0	IC50	1.3
CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1	CHEMBL52591	IC50	4.3	IC50	4.3
COC(=O)c1cc(NCc2ccccc2O)ccc1O	CHEMBL132907	IC50	20000.0	IC50	20.0
CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL422292	IC50	1.5	IC50 app	1.5
CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	CHEMBL422292	IC50	51.0	IC50	51.0
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C	CHEMBL113023	IC50	250.0	IC50	0.25
Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1	CHEMBL417420	IC50	2.9	IC50	2.9
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21	CHEMBL304414	IC50	10000.0	IC50	10.0
CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1	CHEMBL106232	IC50	4500.0	IC50	4.5
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21	CHEMBL327127	IC50	90.0	IC50	0.09
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1	CHEMBL294475	IC50	0.81	IC50	0.81
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1	CHEMBL294475	IC50	3.1	IC50	3.1
